X,Y,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,PART_JUD,COD,lng,lat,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_all,mean_dis_bomberos_all,mean_dis_bomberos_drive,mean_dis_bomberos_transit,mean_dis_csmental_all,mean_dis_csmental_drive,mean_dis_csmental_transit,mean_dis_drive,mean_dis_hospt2_all,mean_dis_hospt2_drive,mean_dis_hospt2_transit,mean_dis_hospt3_all,mean_dis_hospt3_drive,mean_dis_hospt3_transit,mean_dis_juzgados_all,mean_dis_juzgados_drive,mean_dis_juzgados_transit,mean_dis_transit,mean_dur_all,mean_dur_bomberos_all,mean_dur_bomberos_drive,mean_dur_bomberos_transit,mean_dur_csmental_all,mean_dur_csmental_drive,mean_dur_csmental_transit,mean_dur_drive,mean_dur_hospt2_all,mean_dur_hospt2_drive,mean_dur_hospt2_transit,mean_dur_hospt3_all,mean_dur_hospt3_drive,mean_dur_hospt3_transit,mean_dur_juzgados_all,mean_dur_juzgados_drive,mean_dur_juzgados_transit,mean_dur_transit,weigh_mean_dis_all,weigh_mean_dis_bomberos_all,weigh_mean_dis_bomberos_drive,weigh_mean_dis_bomberos_transit,weigh_mean_dis_csmental_all,weigh_mean_dis_csmental_drive,weigh_mean_dis_csmental_transit,weigh_mean_dis_drive,weigh_mean_dis_hospt2_all,weigh_mean_dis_hospt2_drive,weigh_mean_dis_hospt2_transit,weigh_mean_dis_hospt3_all,weigh_mean_dis_hospt3_drive,weigh_mean_dis_hospt3_transit,weigh_mean_dis_juzgados_all,weigh_mean_dis_juzgados_drive,weigh_mean_dis_juzgados_transit,weigh_mean_dis_transit,weigh_mean_dur_all,weigh_mean_dur_bomberos_all,weigh_mean_dur_bomberos_drive,weigh_mean_dur_bomberos_transit,weigh_mean_dur_csmental_all,weigh_mean_dur_csmental_drive,weigh_mean_dur_csmental_transit,weigh_mean_dur_drive,weigh_mean_dur_hospt2_all,weigh_mean_dur_hospt2_drive,weigh_mean_dur_hospt2_transit,weigh_mean_dur_hospt3_all,weigh_mean_dur_hospt3_drive,weigh_mean_dur_hospt3_transit,weigh_mean_dur_juzgados_all,weigh_mean_dur_juzgados_drive,weigh_mean_dur_juzgados_transit,weigh_mean_dur_transit
426314.905270732,4418537.66643054,"013","01","01","0130101",Algodor,Algodor,Algodor Núcleo,"21","8","6",-3.8621406518,39.913728027,34015,34015,61104,61104,42400,42400,64351,64351,67923,67923,122484,122484,57529,57529,107761,107761,,,,,,,,,,,,,,,,,,,,,35100,35100,62376,62376,2026,2103,8856,8856,2070,2080,10009,10009,2724,2704,13555,13555,2715,2596,14098,14098,,,,,,,,,,,,,,,,,,,,,1858,1886,10060,10060,65504.3,47559.5,34015,61104,53375.5,42400,64351,47393.4,88924.25,62726,115122.5,,,,48738,35100,62376,83615.2,6795.9,5460.25,2064.5,8856,6042,2075,10009,2276.2,8255.625,2684.75,13826.5,,,,5966,1872,10060,11315.6,1375590.3,998749.5,714315,1283184,1120885.5,890400,1351371,995261.4,1867409.25,1317246,2417572.5,,,,1023498,737100,1309896,1755919.2,142713.9,114665.25,43354.5,185976,126882,43575,210189,47800.2,173368.125,56379.75,290356.5,,,,125286,39312,211260,237627.6
424896.927177501,4449108.90052835,"140","01","02","1400102",Urbanización Los Llanos,Urbanización Los Llanos,Urbanización Los Llanos Núcleo,"75","3","6",-3.8822737672,40.1890092459,22609,22609,44418,44119,18234,18234,27683,24361,22405,22405,25624,25624,25301,25301,29041,29041,,,,,,,,,,,,,,,,,,,,,21586,21586,31143,32771,1679,1545,6844,7433,1311,1122,3720,4474,1477,1239,4148,4148,1682,1428,4919,4919,,,,,,,,,,,,,,,,,,,,,1390,1167,4230,4954,26704.75,33438.75,22609,44268.5,22128,18234,26022,22027,25592.75,23853,27332.5,,,,26771.5,21586,31957,31382.5,3191.45,4375.25,1612,7138.5,2656.75,1216.5,4097,1404,2995,1456.5,4533.5,,,,2935.25,1278.5,4592,4978.9,2002856.25,2507906.25,1695675,3320137.5,1659600,1367550,1951650,1652025,1919456.25,1788975,2049937.5,,,,2007862.5,1618950,2396775,2353687.5,239358.75,328143.75,120900,535387.5,199256.25,91237.5,307275,105300,224625,109237.5,340012.5,,,,220143.75,95887.5,344400,373417.5
424884.602432155,4450844.99696609,"140","01","01","1400101",Serranillos del Valle,Serranillos del Valle,Serranillos del Valle Núcleo,"4543","3","6",-3.8826213026,40.2046476365,18159,18159,38457,38158,15921,15921,21713,21713,20092,20092,19664,19664,22988,22988,23081,23081,,,,,,,,,,,,,,,,,,,,,19273,19273,25173,36049,1221,1259,5759,6348,983,964,2364,2364,1151,1073,3063,3063,1368,1276,3834,3834,,,,,,,,,,,,,,,,,,,,,1076,1017,2874,5205,22980.95,28233.25,18159,38307.5,18817,15921,21713,19286.6,21456.25,21540,21372.5,,,,24942,19273,30611,26675.3,2504.8,3646.75,1240,6053.5,1668.75,973.5,2364,1138.8,2332.75,1217,3448.5,,,,2543,1046.5,4039.5,3870.8,104402455.85,128263654.75,82496337,174030972.5,85485631,72329103,98642159,87619023.8,97475743.75,97856220,97095267.5,,,,113311506,87557239,139065773,121185887.9,11379306.4,16567185.25,5633320,27501050.5,7581131.25,4422610.5,10739652,5173568.4,10597683.25,5528831,15666535.5,,,,11552849,4754249.5,18351448.5,17585044.4
433847.632033147,4448889.71147837,"150","01","01","1500101",Torrejón de Velasco,Torrejón de Velasco,Torrejón de Velasco Núcleo,"4784","20","6",-3.7771125423,40.1877882003,10878,10878,30417,26869,6567,6567,8438,8438,18891,18891,23041,23041,16263,16263,20180,20180,,,,,,,,,,,,,,,,,,,,,9920,9920,11898,11898,754,737,7682,7872,605,565,4799,4799,1231,1065,6617,6642,1064,928,6177,6177,,,,,,,,,,,,,,,,,,,,,678,592,5301,5301,15471.9,19760.5,10878,28643,7502.5,6567,8438,12503.8,19593.75,17577,21610.5,,,,10909,9920,11898,18440,3479.3,4261.25,745.5,7777,2692,585,4799,821.9,3737.625,1072,6403.25,,,,2968,635,5301,6136.7,74017569.6,94534232,52040352,137028112,35891960,31416528,40367392,59818179.2,93736500,84088368,103384632,,,,52188656,47457280,56920032,88216960,16644971.2,20385820,3566472,37205168,12878528,2798640,22958416,3931969.6,17880798,5128448,30633148,,,,14198912,3037840,25359984,29357972.8
434356.050011547,4463933.15985678,"074","02","01","0740201",Leganés,Leganés,Leganés Núcleo,"179739","9","6",-3.772680503,40.323348313,1674,1674,3012,1778,321,321,341,341,849,849,553,553,3920,3920,4109,7659,,,,,,,,,,,,,,,,,,,,,3468,3468,2968,2968,272,281,683,851,57,51,299,299,160,165,449,449,554,568,1497,2584,,,,,,,,,,,,,,,,,,,,,396,412,632,632,2237.3,2034.5,1674,2395,331,321,341,2046.4,2801.5,2384.5,3218.5,,,,3218,3468,2968,2428.2,564.55,521.75,276.5,767,176.5,54,299,291.6,803.25,361.75,1244.75,,,,518,404,632,837.5,402130064.7,365678995.5,300883086,430474905,59493609,57696219,61290999,367817889.6,503538808.5,428587645.5,578489971.5,,,,578400102,623334852,533465352,436442239.8,101471652.45,93778823.25,49697833.5,137859813,31723933.5,9705906,53741961,52411892.4,144375351.75,65020583.25,223730120.25,,,,93104802,72614556,113595048,150531412.5
438114.962220001,4466768.56887279,"074","06","04","0740604",Prado Overa,Prado Overa,Prado Overa Núcleo,"64","9","6",-3.728713413,40.3491782931,5339,5339,5952,7673,6782,6782,7250,8059,9382,9382,7862,8297,5699,5699,7336,7687,,,,,,,,,,,,,,,,,,,,,4146,4146,2922,3306,563,587,2696,2642,776,849,2619,2759,783,786,2752,2501,480,498,2392,2903,,,,,,,,,,,,,,,,,,,,,470,483,2359,1971,6452,6075.75,5339,6812.5,7218.25,6782,7654.5,6269.6,7668,7540.5,7795.5,,,,3630,4146,3114,6634.4,1593.45,1622,575,2669,1750.75,812.5,2689,627.5,1636.875,636.75,2637,,,,1320.75,476.5,2165,2559.4,412928,388848,341696,436000,461968,434048,489888,401254.4,490752,482592,498912,,,,232320,265344,199296,424601.6,101980.8,103808,36800,170816,112048,52000,172096,40160,104760,40752,168768,,,,84528,30496,138560,163801.6
438263.53788579,4467508.2779247,"074","06","02","0740602",Cerro del Castañar,Cerro del Castañar,Cerro del Castañar Núcleo,"53","9","6",-3.72703559,40.35585299,5614,5614,10254,10006,7057,8743,8819,12507,9657,9657,9058,11007,5975,5975,6197,6197,,,,,,,,,,,,,,,,,,,,,4421,4421,4479,8858,608,630,3123,2965,833,855,2863,3400,829,831,2646,3089,530,534,1938,1938,,,,,,,,,,,,,,,,,,,,,525,527,2469,3472,7725.8,7872,5614,10130,9281.5,7900,10663,6713.4,7965.375,7816,8114.75,,,,5544.75,4421,6668.5,8738.2,1730.25,1831.5,619,3044,1987.75,844,3131.5,670.2,1541.875,681,2402.75,,,,1748.25,526,2970.5,2790.3,409467.4,417216,297542,536890,491919.5,418700,565139,355810.2,422164.875,414248,430081.75,,,,293871.75,234313,353430.5,463124.6,91703.25,97069.5,32807,161332,105350.75,44732,165969.5,35520.6,81719.375,36093,127345.75,,,,92657.25,27878,157436.5,147885.9
433696.462035646,4467813.79067104,"074","01","01","0740101",Fortuna,Fortuna,Fortuna Núcleo,"13961","9","6",-3.7808466534,40.3582545988,5136,5136,9260,9235,4880,4880,7323,7323,6416,6416,9954,9954,10847,10847,16106,12114,,,,,,,,,,,,,,,,,,,,,3348,3348,3761,4750,628,632,1436,1387,562,538,1211,1211,787,739,1285,1285,782,745,2901,3037,,,,,,,,,,,,,,,,,,,,,374,374,1316,721,7551.7,7191.75,5136,9247.5,6101.5,4880,7323,6125.4,10331.75,8631.5,12032,,,,3801.75,3348,4255.5,8978,1097.55,1020.75,630,1411.5,880.5,550,1211,616.1,1445.125,763.25,2127,,,,696.25,374,1018.5,1579,105429283.7,100404021.75,71703696,129104347.5,85183041.5,68129680,102236403,85516709.4,144241561.75,120504371.5,167978752,,,,53076231.75,46741428,59411035.5,125341858,15322895.55,14250690.75,8795430,19705951.5,12292660.5,7678550,16906771,8601372.1,20175390.125,10655733.25,29695047,,,,9720346.25,5221414,14219278.5,22044419
457813.250903519,4436222.65120126,"043","04","01","0430401",Balcón de Tajo - Urtajo,Balcón de Tajo - Urtajo,Balcón de Tajo - Urtajo Núcleo,"2389","8","6",-3.494765475,40.0752148398,14512,14512,22886,22886,20634,20634,25927,25927,52259,52259,48927,73291,49760,49760,58623,77517,,,,,,,,,,,,,,,,,,,,,15677,15677,24171,24171,1134,1192,3062,3062,1153,1164,3162,3162,2544,2462,6587,9303,2439,2400,7321,9017,,,,,,,,,,,,,,,,,,,,,1309,1374,4062,3213,35500.5,18699,14512,22886,23280.5,20634,25927,30568.4,57799.5,51009.5,64589.5,,,,19924,15677,24171,40432.6,3456.1,2112.5,1163,3062,2160.25,1158.5,3162,1717.1,5259.125,2461.25,8057,,,,2489.5,1341.5,3637.5,5195.1,84810694.5,44671911,34669168,54674654,55617114.5,49294626,61939603,73027907.6,138083005.5,121861695.5,154304315.5,,,,47598436,37452353,57744519,96593481.4,8256622.9,5046762.5,2778407,7315118,5160837.25,2767656.5,7554018,4102151.9,12564049.625,5879926.25,19248173,,,,5947415.5,3204843.5,8689987.5,12411093.9
461783.450055889,4436507.43606812,"043","14","01","0431401",Valle de San Juan - Los Vallejos,Valle de San Juan - Los Vallejos,Valle de San Juan - Los Vallejos Núcleo,"876","8","6",-3.4482212841,40.0779700825,16563,16563,28156,28156,22685,22685,31197,31197,54310,54310,54197,78561,51811,51811,63893,82787,,,,,,,,,,,,,,,,,,,,,17727,17727,29441,29441,1181,1223,3292,3292,1200,1184,3392,3392,2600,2487,6832,9533,2493,2424,7566,9247,,,,,,,,,,,,,,,,,,,,,1353,1406,4292,3443,39160.9,22359.5,16563,28156,26941,22685,31197,32619.2,61460,53060.5,69859.5,,,,23584,17727,29441,45702.6,3591.6,2247,1202,3292,2292,1192,3392,1755.1,5397.75,2501,8294.5,,,,2623.5,1379.5,3867.5,5428.1,34304948.4,19586922,14509188,24664656,23600316,19872060,27328572,28574419.2,53838960,46480998,61196922,,,,20659584,15528852,25790316,40035477.6,3146241.6,1968372,1052952,2883792,2007792,1044192,2971392,1537467.6,4728429,2190876,7265982,,,,2298186,1208442,3387930,4755015.6
466976.86085758,4440011.91231821,"043","02","01","0430201",Colmenar de Oreja,Colmenar de Oreja,Colmenar de Oreja Núcleo,"5587","8","6",-3.3874910165,40.109763141,23291,23291,35061,35061,29413,29413,38102,38102,61037,61037,78144,79778,58539,58539,76198,77848,,,,,,,,,,,,,,,,,,,,,24455,24455,36346,36346,1556,1601,3340,3340,1552,1557,3440,3440,2933,2846,7664,7598,2839,2793,8122,8129,,,,,,,,,,,,,,,,,,,,,1713,1783,4340,3491,46222.8,29176,23291,35061,33757.5,29413,38102,39347,68890,59788,77992,,,,30400.5,24455,36346,53098.6,3703.85,2459.25,1578.5,3340,2497.25,1554.5,3440,2117.3,5365.5,2852.75,7878.25,,,,2831.75,1748,3915.5,5290.4,258246783.6,163006312,130126817,195885807,188603152.5,164330431,212875874,219831689,384888430,334035556,435741304,,,,169847593.5,136630085,203065102,296661878.2,20693409.95,13739829.75,8819079.5,18660580,13952135.75,8684991.5,19219280,11829355.1,29977048.5,15938314.25,44015782.75,,,,15820987.25,9766076,21875898.5,29557464.8
468747.28420463,4445658.44597535,"157","01","01","1570101",Valdelaguna,Valdelaguna,Valdelaguna Núcleo,"1065","20","6",-3.36699097,40.1607026958,33636,33636,72461,103531,31396,31396,50274,50274,63111,63111,76090,90489,56619,56619,77580,88559,,,,,,,,,,,,,,,,,,,,,28991,28991,40288,60958,2079,2210,8550,8962,1892,1943,4293,4293,2669,2592,8333,8190,2447,2417,9210,8721,,,,,,,,,,,,,,,,,,,,,1279,1273,5245,5574,56900.5,60816,33636,87996,40835,31396,50274,42750.6,71522.25,59865,83179.5,,,,39807,28991,50623,71050.4,4608.6,5450.25,2144.5,8756,3105.25,1917.5,4293,2080.1,5572.375,2531.25,8613.5,,,,3342.75,1276,5409.5,7137.1,60599032.5,64769040,35822340,93715740,43489275,33436740,53541810,45529389,76171196.25,63756225,88586167.5,,,,42394455,30875415,53913495,75668676,4908159,5804516.25,2283892.5,9325140,3307091.25,2042137.5,4572045,2215306.5,5934579.375,2695781.25,9173377.5,,,,3560028.75,1358940,5761117.5,7601011.5
427212.125834398,4451977.53159799,"066","01","01","0660101",Griñón,Griñón,Griñón Núcleo,"10707","3","6",-3.8554036144,40.2150553256,20491,20491,34114,34725,11644,11644,17694,27269,19756,19756,15620,15656,22651,22651,19037,19072,,,,,,,,,,,,,,,,,,,,,14996,14996,22424,22460,1442,1502,5259,5675,879,867,4085,5341,1211,1148,2538,2520,1421,1332,3317,3296,,,,,,,,,,,,,,,,,,,,,975,925,4016,4234,20357.35,27455.25,20491,34419.5,17062.75,11644,22481.5,17907.6,19274.875,21203.5,17346.25,,,,18719,14996,22442,22807.1,2599.15,3469.5,1472,5467,2793,873,4713,1170.2,2097.875,1278,2917.75,,,,2537.5,950,4125,4028.1,217966146.45,293963361.75,219397137,368529586.5,182690864.25,124672308,240709420.5,191736673.2,206376086.625,227025874.5,185726298.75,,,,200424333,160562172,240286494,244195619.7,27829099.05,37147936.5,15760704,58535169,29904651,9347211,50462091,12529331.4,22461947.625,13683546,31240349.25,,,,27169012.5,10171650,44166375,43128866.7
438868.109990451,4461823.56984161,"065","03","01","0650301",Getafe,Getafe,Getafe Núcleo,"161160","10","6",-3.719372446,40.3046864037,3212,3212,7092,7133,1718,1718,1766,1510,10745,10745,10076,10076,4167,4167,3857,5220,,,,,,,,,,,,,,,,,,,,,4214,4214,3967,4987,317,330,2394,2034,266,276,1176,1237,765,697,2622,2682,421,404,1712,1413,,,,,,,,,,,,,,,,,,,,,392,370,1638,1195,5189.8,5162.25,3212,7112.5,1678,1718,1638,4811.2,7381.625,7456,7307.25,,,,4345.5,4214,4477,5568.4,1117.05,1268.75,323.5,2214,738.75,271,1206.5,423.8,1339.5,571.75,2107.25,,,,898.75,381,1416.5,1810.3,836388168,831948210,517645920,1146250500,270426480,276872880,263980080,775372992,1189622685,1201608960,1177636410,,,,700320780,679128240,721513320,897403344,180023778,204471750,52135260,356808240,119056950,43674360,194439540,68299608,215873820,92143230,339604410,,,,144842550,61401960,228283140,291747948
437455.941797489,4464292.49700138,"065","07","01","0650701","Bercial, El",El Bercial,El Bercial Núcleo,"20046","10","6",-3.736230453,40.3268233767,5264,5264,9148,9148,4371,4371,4828,4828,4415,4415,7499,3796,2741,2741,2589,2589,,,,,,,,,,,,,,,,,,,,,2112,2112,2145,2145,540,539,2247,2307,604,589,1105,1105,497,500,1488,1271,380,383,2274,2274,,,,,,,,,,,,,,,,,,,,,319,317,1420,1420,4326.05,7206,5264,9148,4599.5,4371,4828,3780.6,3848.125,3578,4118.25,,,,2128.5,2112,2145,4871.5,1078.95,1408.25,539.5,2277,850.75,596.5,1105,466.8,1133.375,440,1826.75,,,,869,318,1420,1691.1,86719998.3,144451476,105522144,183380808,92201577,87621066,96782088,75785907.6,77139513.75,71724588,82554439.5,,,,42667911,42337152,42998670,97654089,21628631.7,28229779.5,10814817,45644742,17054134.5,11957439,22150830,9357472.8,22719635.25,8820240,36619030.5,,,,17419974,6374628,28465320,33899790.6
435089.753071288,4454108.99531309,"106","01","02","1060102",Parla,Parla,Parla Núcleo,"134851","16","6",-3.7630493485,40.2349040442,1139,1139,1102,1102,2268,2268,1266,1266,14111,14111,15408,19260,11483,11483,12391,12519,,,,,,,,,,,,,,,,,,,,,3116,3116,3697,3697,258,268,868,868,415,424,1022,1022,1162,1073,2946,3041,1001,952,2336,3282,,,,,,,,,,,,,,,,,,,,,404,407,1683,1863,6797.1,1120.5,1139,1102,1767,2268,1266,6423.4,13845.75,12797,14894.5,,,,3406.5,3116,3697,7170.8,1264.75,565.5,263,868,720.75,419.5,1022,636.4,1974.125,1047,2901.25,,,,1089.25,405.5,1773,1893.1,916595732.1,151100545.5,153595289,148605802,238281717,305842068,170721366,866201913.4,1867113233.25,1725688247,2008538219.5,,,,459369931.5,420195716,498544147,966989550.8,170552802.25,76258240.5,35465813,117050668,97193858.25,56569994.5,137817722,85819176.4,266212730.375,141188997,391236463.75,,,,146886451.75,54682080.5,239090823,255286428.1
431890.326495804,4448897.59484355,"149","03","01","1490301",Vaciasilos,Vaciasilos,Vaciasilos Núcleo,"40","20","6",-3.8001043667,40.1877026004,12532,12532,24528,27422,6915,6915,7036,7036,19238,19238,20707,21594,16610,16610,17846,18733,,,,,,,,,,,,,,,,,,,,,10268,10268,9565,10496,795,783,4821,5448,556,524,1574,1191,1181,1011,3039,3497,1023,888,2232,2662,,,,,,,,,,,,,,,,,,,,,637,548,1482,1701,14804.45,19253.5,12532,25975,6975.5,6915,7036,13112.6,18822,17924,19720,,,,10149.25,10268,10030.5,16496.3,1779.65,2961.75,789,5134.5,961.25,540,1382.5,794.6,1941.625,1025.75,2857.5,,,,1092,592.5,1591.5,2764.7,592178,770140,501280,1039000,279020,276600,281440,524504,752880,716960,788800,,,,405970,410720,401220,659852,71186,118470,31560,205380,38450,21600,55300,31784,77665,41030,114300,,,,43680,23700,63660,110588
431926.963129595,4449988.55514427,"149","01","01","1490101",Torrejón de la Calzada,Torrejón de la Calzada,Torrejón de la Calzada Núcleo,"10248","20","6",-3.799789474,40.1975336238,13850,13850,20622,20622,5341,5341,5497,5497,17663,17663,19079,20055,15034,15034,16218,17194,,,,,,,,,,,,,,,,,,,,,8692,8692,7937,8957,1103,1081,4054,4461,557,552,1200,893,1210,1086,2751,3199,1037,947,1944,2364,,,,,,,,,,,,,,,,,,,,,658,610,1291,1403,13141.9,17236,13850,20622,5419,5341,5497,12116,17242.5,16348.5,18136.5,,,,8569.5,8692,8447,14167.8,1620.05,2674.75,1092,4257.5,800.5,554.5,1046.5,884.1,1817.25,1070,2564.5,,,,990.5,634,1347,2356,134678191.2,176634528,141934800,211334256,55533912,54734568,56333256,124164768,176701140,167539428,185862852,,,,87820236,89075616,86564856,145191614.4,16602272.4,27410838,11190816,43630860,8203524,5682516,10724532,9060256.8,18623178,10965360,26280996,,,,10150644,6497232,13804056,24144288
454767.982840378,4453575.3166715,"132","10","02","1321002",Vallequillas Sur,Vallequillas Sur,Vallequillas Sur Núcleo,"58","20","6",-3.5316967196,40.2313900228,20294,20294,25282,25282,20608,20608,30002,30002,34698,33394,44535,44535,28854,28854,39113,39113,,,,,,,,,,,,,,,,,,,,,11827,11827,56759,56759,1175,1174,5556,5556,1252,1216,5532,5532,1816,1737,6386,6386,1659,1603,7061,7061,,,,,,,,,,,,,,,,,,,,,710,695,7547,7547,31132,22788,20294,25282,25305,20608,30002,23125.8,36637,31450,41824,,,,34293,11827,56759,39138.2,3860.05,3365.25,1174.5,5556,3383,1234,5532,1303.7,4213.625,1703.75,6723.5,,,,4124.75,702.5,7547,6416.4,1805656,1321704,1177052,1466356,1467690,1195264,1740116,1341296.4,2124946,1824100,2425792,,,,1988994,685966,3292022,2270015.6,223882.9,195184.5,68121,322248,196214,71572,320856,75614.6,244390.25,98817.5,389963,,,,239235.5,40745,437726,372151.2
454722.179991328,4454541.06987011,"132","10","01","1321001",Vallequillas Norte,Vallequillas Norte,Vallequillas Norte Núcleo,"343","20","6",-3.532303229,40.2400880627,29333,29333,25092,25092,29647,29647,29812,29812,44336,44336,44345,44345,37845,37845,38923,38923,,,,,,,,,,,,,,,,,,,,,11787,11787,56569,56569,1611,1592,5408,5408,1644,1586,5384,5384,2082,2022,6238,6238,1865,1837,6913,6913,,,,,,,,,,,,,,,,,,,,,711,703,7399,7399,34768.9,27212.5,29333,25092,29729.5,29647,29812,30589.6,41362.25,41090.5,41634,,,,34178,11787,56569,38948.2,3916.85,3504.75,1601.5,5408,3499.5,1615,5384,1565.3,4263.5,1951.5,6575.5,,,,4053,707,7399,6268.4,11925732.7,9333887.5,10061219,8606556,10197218.5,10168921,10225516,10492232.8,14187251.75,14094041.5,14280462,,,,11723054,4042941,19403167,13359232.6,1343479.55,1202129.25,549314.5,1854944,1200328.5,553945,1846712,536897.9,1462380.5,669364.5,2255396.5,,,,1390179,242501,2537857,2150061.2
449669.618135857,4457879.46368424,"132","05","01","1320501",Poblado de Abajo,Poblado de Abajo,Poblado de Abajo Núcleo,"36","20","6",-3.591962235,40.2698749657,22018,22018,37441,25463,19681,19681,25077,35964,25076,25076,29969,43334,22577,22577,24578,41243,,,,,,,,,,,,,,,,,,,,,21223,21223,52418,72292,1128,1212,3389,3749,1202,1260,3923,3869,1304,1336,4150,4351,1192,1274,4425,4567,,,,,,,,,,,,,,,,,,,,,1182,1197,6229,8071,30446.45,26735,22018,31452,25100.75,19681,30520.5,22115,29303.75,23826.5,34781,,,,41789,21223,62355,38777.9,2950.5,2369.5,1170,3569,2563.5,1231,3896,1228.7,2824.875,1276.5,4373.25,,,,4169.75,1189.5,7150,4672.3,1096072.2,962460,792648,1132272,903627,708516,1098738,796140,1054935,857754,1252116,,,,1504404,764028,2244780,1396004.4,106218,85302,42120,128484,92286,44316,140256,44233.2,101695.5,45954,157437,,,,150111,42822,257400,168202.8
449556.554469457,4458739.29468402,"132","05","02","1320502",Poblado de Arriba,Poblado de Arriba,Poblado de Arriba Núcleo,"122","20","6",-3.59335967,40.2776142797,20873,20873,37114,26657,18536,18536,24750,37158,23930,23930,29642,44528,21432,21432,24251,42437,,,,,,,,,,,,,,,,,,,,,22417,22417,52091,73486,1086,1143,3683,4163,1170,1191,4217,4283,1263,1260,4444,4765,1154,1191,4719,4981,,,,,,,,,,,,,,,,,,,,,1334,1333,6523,8485,30324.5,26379.25,20873,31885.5,24745,18536,30954,21437.6,28947.75,22681,35214.5,,,,42602.75,22417,62788.5,39211.4,3119.4,2518.75,1114.5,3923,2715.25,1180.5,4250,1212.5,2972.125,1217,4727.25,,,,4418.75,1333.5,7504,5026.3,3699589,3218268.5,2546506,3890031,3018890,2261392,3776388,2615387.2,3531625.5,2767082,4296169,,,,5197535.5,2734874,7660197,4783790.8,380566.8,307287.5,135969,478606,331260.5,144021,518500,147925,362599.25,148474,576724.5,,,,539087.5,162687,915488,613208.6
450893.778427947,4451250.89717661,"132","07","01","1320701",San Martín de la Vega,San Martín de la Vega,San Martín de la Vega Núcleo,"19928","20","6",-3.5770577136,40.210231167,15534,15534,18641,22031,15848,15848,16608,16608,28634,28634,38456,38456,24093,24093,30616,30616,,,,,,,,,,,,,,,,,,,,,13910,13910,21058,21370,1003,1027,2236,3215,1072,1061,1469,1469,1695,1577,5002,5182,1502,1468,5677,5677,,,,,,,,,,,,,,,,,,,,,1152,1106,2985,3023,22524.9,17935,15534,20336,16228,15848,16608,19603.8,30449.75,26363.5,34536,,,,17562,13910,21214,25446,2429.9,1870.25,1015,2725.5,1267.75,1066.5,1469,1266.3,3472.5,1560.5,5384.5,,,,2066.5,1129,3004,3593.5,448876207.2,357408680,309561552,405255808,323391584,315818944,330964224,390664526.4,606802618,525371828,688233408,,,,349975536,277198480,422752592,507087888,48423047.2,37270342,20226920,54313764,25263722,21253212,29274232,25234826.4,69199980,31097644,107302316,,,,41181212,22498712,59863712,71611268
